============================================================
KEY 0x0000000267774671
  hit=7ff619c7f008 pointer_at=7ff619c7f000 target=7ff618aac0c0 function=FUN_7ff618aac0c0@7ff618aac0c0
FUNCTION FUN_7ff618b2b600@7ff618b2b600 size=83

void FUN_7ff618b2b600(longlong param_1,undefined4 *param_2)

{
  undefined8 uVar1;
  undefined8 *puVar2;
  undefined4 auStack_18 [2];
  undefined8 uStack_10;
  
  auStack_18[0] = *param_2;
  uStack_10 = *(undefined8 *)(param_2 + 2);
  puVar2 = (undefined8 *)FUN_7ff618516340(auStack_18,*(undefined4 *)PTR_DAT_7ff61a012660);
  uVar1 = puVar2[1];
  *(undefined8 *)(param_1 + 0x180) = *puVar2;
  *(undefined8 *)(param_1 + 0x188) = uVar1;
  uVar1 = puVar2[3];
  *(undefined8 *)(param_1 + 400) = puVar2[2];
  *(undefined8 *)(param_1 + 0x198) = uVar1;
  uVar1 = puVar2[5];
  *(undefined8 *)(param_1 + 0x1a0) = puVar2[4];
  *(undefined8 *)(param_1 + 0x1a8) = uVar1;
  return;
}


============================================================
FUNCTION FUN_7ff618b2b440@7ff618b2b440 size=159

void FUN_7ff618b2b440(longlong param_1,undefined4 *param_2)

{
  undefined8 uVar1;
  undefined8 *puVar2;
  undefined8 *puVar3;
  undefined8 *puVar4;
  undefined8 *puVar5;
  longlong lVar6;
  undefined4 auStack_18 [2];
  undefined8 uStack_10;
  
  auStack_18[0] = *param_2;
  uStack_10 = *(undefined8 *)(param_2 + 2);
  puVar3 = (undefined8 *)FUN_7ff618516340(auStack_18,*(undefined4 *)PTR_DAT_7ff61a012738);
  lVar6 = 3;
  puVar2 = (undefined8 *)(param_1 + 0x180);
  do {
    puVar5 = puVar2;
    puVar4 = puVar3;
    uVar1 = puVar4[1];
    *puVar5 = *puVar4;
    puVar5[1] = uVar1;
    uVar1 = puVar4[3];
    puVar5[2] = puVar4[2];
    puVar5[3] = uVar1;
    uVar1 = puVar4[5];
    puVar5[4] = puVar4[4];
    puVar5[5] = uVar1;
    uVar1 = puVar4[7];
    puVar5[6] = puVar4[6];
    puVar5[7] = uVar1;
    uVar1 = puVar4[9];
    puVar5[8] = puVar4[8];
    puVar5[9] = uVar1;
    uVar1 = puVar4[0xb];
    puVar5[10] = puVar4[10];
    puVar5[0xb] = uVar1;
    uVar1 = puVar4[0xd];
    puVar5[0xc] = puVar4[0xc];
    puVar5[0xd] = uVar1;
    uVar1 = puVar4[0xf];
    puVar5[0xe] = puVar4[0xe];
    puVar5[0xf] = uVar1;
    lVar6 = lVar6 + -1;
    puVar3 = puVar4 + 0x10;
    puVar2 = puVar5 + 0x10;
  } while (lVar6 != 0);
  uVar1 = puVar4[0x11];
  puVar5[0x10] = puVar4[0x10];
  puVar5[0x11] = uVar1;
  return;
}


============================================================
FUNCTION FUN_7ff618539270@7ff618539270 size=320

void FUN_7ff618539270(longlong param_1,undefined4 *param_2)

{
  undefined8 uVar1;
  int iVar2;
  int iVar3;
  undefined8 *puVar4;
  longlong *plVar5;
  int iVar6;
  int iVar7;
  int iVar8;
  int iVar9;
  undefined4 auStack_18 [2];
  undefined8 uStack_10;
  
  auStack_18[0] = *param_2;
  uStack_10 = *(undefined8 *)(param_2 + 2);
  puVar4 = (undefined8 *)FUN_7ff618516340(auStack_18,*(undefined4 *)PTR_DAT_7ff61a014678);
  iVar2 = FUN_7ff6198ee83e(puVar4,(undefined8 *)(param_1 + 0x180),0x88);
  uVar1 = puVar4[1];
  *(undefined8 *)(param_1 + 0x180) = *puVar4;
  *(undefined8 *)(param_1 + 0x188) = uVar1;
  uVar1 = puVar4[3];
  *(undefined8 *)(param_1 + 400) = puVar4[2];
  *(undefined8 *)(param_1 + 0x198) = uVar1;
  uVar1 = puVar4[5];
  *(undefined8 *)(param_1 + 0x1a0) = puVar4[4];
  *(undefined8 *)(param_1 + 0x1a8) = uVar1;
  uVar1 = puVar4[7];
  *(undefined8 *)(param_1 + 0x1b0) = puVar4[6];
  *(undefined8 *)(param_1 + 0x1b8) = uVar1;
  uVar1 = puVar4[9];
  *(undefined8 *)(param_1 + 0x1c0) = puVar4[8];
  *(undefined8 *)(param_1 + 0x1c8) = uVar1;
  uVar1 = puVar4[0xb];
  *(undefined8 *)(param_1 + 0x1d0) = puVar4[10];
  *(undefined8 *)(param_1 + 0x1d8) = uVar1;
  uVar1 = puVar4[0xd];
  *(undefined8 *)(param_1 + 0x1e0) = puVar4[0xc];
  *(undefined8 *)(param_1 + 0x1e8) = uVar1;
  uVar1 = puVar4[0xf];
  *(undefined8 *)(param_1 + 0x1f0) = puVar4[0xe];
  *(undefined8 *)(param_1 + 0x1f8) = uVar1;
  *(undefined8 *)(param_1 + 0x200) = puVar4[0x10];
  iVar9 = 0;
  do {
    if (iVar9 != 0x20) {
      iVar8 = (int)(char)iVar9;
      iVar7 = iVar9;
      do {
        iVar3 = (int)(char)iVar7;
        if (iVar3 - 0x11U < 0xc) {
          iVar3 = iVar3 + -0x11;
        }
        iVar6 = iVar8;
        if (iVar8 - 0x11U < 0xc) {
          iVar6 = iVar8 + -0x11;
        }
        if (*(int *)(param_1 + 0x180 + (longlong)iVar3 * 4) ==
            *(int *)(param_1 + 0x180 + (longlong)iVar6 * 4)) {
          FUN_7ff61855e340();
        }
        else {
          func_0x7ff618562150(iVar7,iVar9);
        }
        iVar7 = iVar7 + 1;
      } while (iVar7 != 0x20);
    }
    iVar9 = iVar9 + 1;
  } while (iVar9 != 0x20);
  if (iVar2 != 0) {
    plVar5 = (longlong *)FUN_7ff61856f8f0();
    (**(code **)(*plVar5 + 0xf8))(plVar5);
  }
  return;
}


============================================================
FUNCTION FUN_7ff618b2b4e0@7ff618b2b4e0 size=144

void FUN_7ff618b2b4e0(longlong param_1,undefined4 *param_2)

{
  uint uVar1;
  undefined4 uVar2;
  undefined4 uVar3;
  undefined4 uVar4;
  undefined4 *puVar5;
  uint *puVar6;
  undefined1 auStackX_8 [32];
  undefined4 auStack_18 [2];
  undefined8 uStack_10;
  
  auStack_18[0] = *param_2;
  uStack_10 = *(undefined8 *)(param_2 + 2);
  puVar5 = (undefined4 *)FUN_7ff618516340(auStack_18,*(undefined4 *)PTR_DAT_7ff61a012750);
  uVar2 = puVar5[1];
  uVar3 = puVar5[2];
  uVar4 = puVar5[3];
  *(undefined4 *)(param_1 + 0x180) = *puVar5;
  *(undefined4 *)(param_1 + 0x184) = uVar2;
  *(undefined4 *)(param_1 + 0x188) = uVar3;
  *(undefined4 *)(param_1 + 0x18c) = uVar4;
  *(undefined4 *)(param_1 + 400) = puVar5[4];
  if (*(int *)(param_1 + 400) != *(int *)(param_1 + 0x19c)) {
    puVar6 = (uint *)FUN_7ff618572770(auStackX_8);
    uVar1 = *puVar6;
    if ((uVar1 != 0xffffffff) &&
       ((*(uint *)(&DAT_7ff61a72e0e0 + (ulonglong)((uVar1 & 0x1fff) >> 5) * 4) >> (uVar1 & 0x1f) & 1
        ) != 0)) {
      *(undefined4 *)(param_1 + 0x19c) = *(undefined4 *)(param_1 + 400);
    }
  }
  return;
}


============================================================
FUNCTION FUN_7ff618ae7e00@7ff618ae7e00 size=72

void FUN_7ff618ae7e00(longlong param_1,undefined4 *param_2)

{
  undefined8 *puVar1;
  undefined4 auStack_18 [2];
  undefined8 uStack_10;
  
  auStack_18[0] = *param_2;
  uStack_10 = *(undefined8 *)(param_2 + 2);
  puVar1 = (undefined8 *)FUN_7ff618516340(auStack_18,*(undefined4 *)PTR_DAT_7ff61a012770);
  *(undefined8 *)(param_1 + 0x180) = *puVar1;
  *(undefined4 *)(param_1 + 0x188) = *(undefined4 *)(puVar1 + 1);
  return;
}


============================================================
FUNCTION FUN_7ff618b90690@7ff618b90690 size=80

void FUN_7ff618b90690(longlong param_1,undefined4 *param_2)

{
  undefined4 *puVar1;
  undefined4 auStack_18 [2];
  undefined8 uStack_10;
  
  auStack_18[0] = *param_2;
  uStack_10 = *(undefined8 *)(param_2 + 2);
  puVar1 = (undefined4 *)FUN_7ff618516340(auStack_18,*(undefined4 *)PTR_DAT_7ff61a012790);
  *(undefined4 *)(param_1 + 0x180) = *puVar1;
  *(undefined1 *)(param_1 + 0x184) = *(undefined1 *)(puVar1 + 1);
  *(undefined2 *)(param_1 + 0x186) = *(undefined2 *)((longlong)puVar1 + 6);
  return;
}


============================================================
FUNCTION FUN_7ff6185393b0@7ff6185393b0 size=326

void FUN_7ff6185393b0(longlong param_1,uint *param_2)

{
  undefined8 *puVar1;
  char cVar2;
  char cVar3;
  undefined8 *puVar4;
  longlong *plVar5;
  longlong lVar6;
  longlong lVar7;
  undefined4 uStackX_8;
  undefined1 uStackX_c;
  undefined2 uStackX_e;
  uint auStack_18 [2];
  longlong lStack_10;
  
  auStack_18[0] = *param_2;
  lStack_10 = *(longlong *)(param_2 + 2);
  puVar4 = (undefined8 *)FUN_7ff618516340(auStack_18,*(undefined4 *)PTR_DAT_7ff61a0127a8);
  puVar1 = (undefined8 *)(param_1 + 0x180);
  *puVar1 = *puVar4;
  *(undefined4 *)(param_1 + 0x188) = *(undefined4 *)(puVar4 + 1);
  cVar2 = FUN_7ff618552990(puVar1);
  if ((cVar2 != '\0') && (cVar2 = *(char *)(param_1 + 0x188), cVar2 != -1)) {
    uStackX_8 = *(undefined4 *)puVar1;
    uStackX_c = *(undefined1 *)(param_1 + 0x184);
    uStackX_e = *(undefined2 *)(param_1 + 0x186);
    if (*(char *)(param_1 + 0x184) != '<') {
      plVar5 = (longlong *)FUN_7ff61856f8f0();
      (**(code **)(*plVar5 + 0x168))(plVar5,&uStackX_8,cVar2 == '\x01');
      return;
    }
    cVar3 = FUN_7ff618571ad0(&uStackX_8,auStack_18);
    if (cVar3 != '\0') {
      lVar7 = (((ulonglong)(uint)((int)auStack_18[0] >> 0xd) | 0xffc0000) >> 0x12 &
              (ulonglong)((int)auStack_18[0] >> 0xd & 0xffff)) * 0x40 + *DAT_7ff61a4a9c70;
      lVar6 = (ulonglong)((auStack_18[0] & 0x1fff) * *(int *)(lVar7 + 0x30)) +
              *(longlong *)(lVar7 + 8);
      if (cVar2 == '\x01') {
        FUN_7ff618adeb60();
        return;
      }
      func_0x7ff618ade840((lVar6 - ((longlong)*(int *)(lVar7 + 0x34) & *(ulonglong *)(lVar6 + 8))) +
                          lStack_10);
    }
  }
  return;
}


============================================================
FUNCTION FUN_7ff618b2b5c0@7ff618b2b5c0 size=61

void FUN_7ff618b2b5c0(longlong param_1,undefined4 *param_2)

{
  undefined8 uVar1;
  undefined8 *puVar2;
  undefined4 auStack_18 [2];
  undefined8 uStack_10;
  
  auStack_18[0] = *param_2;
  uStack_10 = *(undefined8 *)(param_2 + 2);
  puVar2 = (undefined8 *)FUN_7ff618516340(auStack_18,*(undefined4 *)PTR_DAT_7ff61a0127d0);
  uVar1 = puVar2[1];
  *(undefined8 *)(param_1 + 0x180) = *puVar2;
  *(undefined8 *)(param_1 + 0x188) = uVar1;
  return;
}


============================================================
FUNCTION FUN_7ff618a61940@7ff618a61940 size=162

void FUN_7ff618a61940(longlong param_1,undefined4 *param_2)

{
  undefined8 uVar1;
  undefined8 uVar2;
  int iVar3;
  undefined8 *puVar4;
  undefined4 auStack_18 [2];
  undefined8 uStack_10;
  
  auStack_18[0] = *param_2;
  uStack_10 = *(undefined8 *)(param_2 + 2);
  puVar4 = (undefined8 *)FUN_7ff618516340(auStack_18,*(undefined4 *)PTR_DAT_7ff61a012820);
  iVar3 = FUN_7ff6198ee83e((undefined8 *)(param_1 + 0x180),puVar4,0x70);
  if (iVar3 != 0) {
    uVar1 = puVar4[1];
    *(undefined8 *)(param_1 + 0x180) = *puVar4;
    *(undefined8 *)(param_1 + 0x188) = uVar1;
    uVar1 = puVar4[3];
    *(undefined8 *)(param_1 + 400) = puVar4[2];
    *(undefined8 *)(param_1 + 0x198) = uVar1;
    uVar1 = puVar4[5];
    *(undefined8 *)(param_1 + 0x1a0) = puVar4[4];
    *(undefined8 *)(param_1 + 0x1a8) = uVar1;
    uVar1 = puVar4[7];
    *(undefined8 *)(param_1 + 0x1b0) = puVar4[6];
    *(undefined8 *)(param_1 + 0x1b8) = uVar1;
    uVar1 = puVar4[9];
    *(undefined8 *)(param_1 + 0x1c0) = puVar4[8];
    *(undefined8 *)(param_1 + 0x1c8) = uVar1;
    uVar1 = puVar4[0xb];
    *(undefined8 *)(param_1 + 0x1d0) = puVar4[10];
    *(undefined8 *)(param_1 + 0x1d8) = uVar1;
    uVar1 = puVar4[0xc];
    uVar2 = puVar4[0xd];
    *(undefined1 *)(param_1 + 0x208) = 1;
    *(undefined8 *)(param_1 + 0x1e0) = uVar1;
    *(undefined8 *)(param_1 + 0x1e8) = uVar2;
  }
  return;
}


============================================================
FUNCTION FUN_7ff618b90540@7ff618b90540 size=72

void FUN_7ff618b90540(longlong param_1,undefined4 *param_2)

{
  undefined8 *puVar1;
  undefined4 auStack_18 [2];
  undefined8 uStack_10;
  
  auStack_18[0] = *param_2;
  uStack_10 = *(undefined8 *)(param_2 + 2);
  puVar1 = (undefined8 *)FUN_7ff618516340(auStack_18,*(undefined4 *)PTR_DAT_7ff61a0128e8);
  *(undefined8 *)(param_1 + 0x180) = *puVar1;
  *(undefined4 *)(param_1 + 0x188) = *(undefined4 *)(puVar1 + 1);
  return;
}


============================================================
FUNCTION FUN_7ff618558fb0@7ff618558fb0 size=730

void FUN_7ff618558fb0(uint *param_1,uint *param_2)

{
  uint uVar1;
  uint uVar2;
  undefined8 uVar3;
  char cVar4;
  uint uVar5;
  undefined8 *puVar6;
  undefined8 *puVar7;
  longlong lVar8;
  undefined4 *puVar9;
  longlong lVar10;
  undefined1 auStackX_18 [16];
  uint auStack_18 [2];
  undefined8 uStack_10;
  
  cVar4 = FUN_7ff618558060();
  if (cVar4 != '\0') {
    uStack_10 = *(undefined8 *)(param_2 + 2);
    auStack_18[0] = *param_2;
    puVar6 = (undefined8 *)FUN_7ff618516340(auStack_18,*(undefined4 *)PTR_DAT_7ff61a0c0138);
    if ((char)param_1[0x98] == '\0') {
      puVar7 = (undefined8 *)func_0x7ff618552630(param_1);
      uVar3 = puVar7[1];
      *(undefined8 *)(param_1 + 0x91) = *puVar7;
      *(undefined8 *)(param_1 + 0x93) = uVar3;
      uVar3 = puVar7[3];
      *(undefined8 *)(param_1 + 0x95) = puVar7[2];
      *(undefined8 *)(param_1 + 0x97) = uVar3;
      uVar3 = puVar7[5];
      *(undefined8 *)(param_1 + 0x99) = puVar7[4];
      *(undefined8 *)(param_1 + 0x9b) = uVar3;
      uVar3 = puVar7[7];
      *(undefined8 *)(param_1 + 0x9d) = puVar7[6];
      *(undefined8 *)(param_1 + 0x9f) = uVar3;
      uVar3 = puVar7[9];
      *(undefined8 *)(param_1 + 0xa1) = puVar7[8];
      *(undefined8 *)(param_1 + 0xa3) = uVar3;
      uVar3 = puVar7[0xb];
      *(undefined8 *)(param_1 + 0xa5) = puVar7[10];
      *(undefined8 *)(param_1 + 0xa7) = uVar3;
      uVar3 = puVar7[0xd];
      *(undefined8 *)(param_1 + 0xa9) = puVar7[0xc];
      *(undefined8 *)(param_1 + 0xab) = uVar3;
      uVar3 = puVar7[0xf];
      *(undefined8 *)(param_1 + 0xad) = puVar7[0xe];
      *(undefined8 *)(param_1 + 0xaf) = uVar3;
      uVar5 = *(uint *)((longlong)puVar7 + 0x84);
      uVar1 = *(uint *)(puVar7 + 0x11);
      uVar2 = *(uint *)((longlong)puVar7 + 0x8c);
      param_1[0xb1] = *(uint *)(puVar7 + 0x10);
      param_1[0xb2] = uVar5;
      param_1[0xb3] = uVar1;
      param_1[0xb4] = uVar2;
      uVar5 = *(uint *)((longlong)puVar7 + 0x94);
      uVar1 = *(uint *)(puVar7 + 0x13);
      uVar2 = *(uint *)((longlong)puVar7 + 0x9c);
      param_1[0xb5] = *(uint *)(puVar7 + 0x12);
      param_1[0xb6] = uVar5;
      param_1[0xb7] = uVar1;
      param_1[0xb8] = uVar2;
      param_1[0xb9] = *(uint *)(puVar7 + 0x14);
      if ((char)param_1[0x98] == '\0') {
        uVar5 = (int)*param_1 >> 0xd;
        lVar10 = (((ulonglong)uVar5 | 0xffc0000) >> 0x12 & (ulonglong)(uVar5 & 0xffff)) * 0x40 +
                 *DAT_7ff61a4a9c70;
        lVar8 = (ulonglong)((*param_1 & 0x1fff) * *(int *)(lVar10 + 0x30)) +
                *(longlong *)(lVar10 + 8);
        FUN_7ff618b225a0(param_1 + 0x91,
                         *(undefined4 *)
                          ((*(longlong *)(param_1 + 2) -
                           ((longlong)*(int *)(lVar10 + 0x34) & *(ulonglong *)(lVar8 + 8))) + 0xa8 +
                          lVar8));
      }
    }
    uVar3 = puVar6[1];
    *(undefined8 *)(param_1 + 0x60) = *puVar6;
    *(undefined8 *)(param_1 + 0x62) = uVar3;
    uVar3 = puVar6[3];
    *(undefined8 *)(param_1 + 100) = puVar6[2];
    *(undefined8 *)(param_1 + 0x66) = uVar3;
    uVar3 = puVar6[5];
    *(undefined8 *)(param_1 + 0x68) = puVar6[4];
    *(undefined8 *)(param_1 + 0x6a) = uVar3;
    uVar3 = puVar6[7];
    *(undefined8 *)(param_1 + 0x6c) = puVar6[6];
    *(undefined8 *)(param_1 + 0x6e) = uVar3;
    uVar3 = puVar6[9];
    *(undefined8 *)(param_1 + 0x70) = puVar6[8];
    *(undefined8 *)(param_1 + 0x72) = uVar3;
    uVar3 = puVar6[0xb];
    *(undefined8 *)(param_1 + 0x74) = puVar6[10];
    *(undefined8 *)(param_1 + 0x76) = uVar3;
    uVar3 = puVar6[0xd];
    *(undefined8 *)(param_1 + 0x78) = puVar6[0xc];
    *(undefined8 *)(param_1 + 0x7a) = uVar3;
    uVar3 = puVar6[0xf];
    *(undefined8 *)(param_1 + 0x7c) = puVar6[0xe];
    *(undefined8 *)(param_1 + 0x7e) = uVar3;
    uVar3 = puVar6[0x11];
    *(undefined8 *)(param_1 + 0x80) = puVar6[0x10];
    *(undefined8 *)(param_1 + 0x82) = uVar3;
    uVar3 = puVar6[0x13];
    *(undefined8 *)(param_1 + 0x84) = puVar6[0x12];
    *(undefined8 *)(param_1 + 0x86) = uVar3;
    uVar5 = *(uint *)((longlong)puVar6 + 0xa4);
    uVar1 = *(uint *)(puVar6 + 0x15);
    uVar2 = *(uint *)((longlong)puVar6 + 0xac);
    param_1[0x88] = *(uint *)(puVar6 + 0x14);
    param_1[0x89] = uVar5;
    param_1[0x8a] = uVar1;
    param_1[0x8b] = uVar2;
    uVar5 = *(uint *)((longlong)puVar6 + 0xb4);
    uVar1 = *(uint *)(puVar6 + 0x17);
    uVar2 = *(uint *)((longlong)puVar6 + 0xbc);
    param_1[0x8c] = *(uint *)(puVar6 + 0x16);
    param_1[0x8d] = uVar5;
    param_1[0x8e] = uVar1;
    param_1[0x8f] = uVar2;
    param_1[0x90] = *(uint *)(puVar6 + 0x18);
    func_0x7ff618559550(param_1,puVar6);
    param_1[0x166] = *(uint *)(puVar6 + 2);
    param_1[0x167] = *(uint *)((longlong)puVar6 + 0x14);
    param_1[0x168] = *(uint *)(puVar6 + 3);
    param_1[0x169] = *(uint *)((longlong)puVar6 + 0x1c);
    param_1[0x16a] = *(uint *)(puVar6 + 4);
    param_1[0x16b] = *(uint *)((longlong)puVar6 + 0x24);
    param_1[0x16c] = *(uint *)(puVar6 + 5);
    if ((((*(short *)((longlong)puVar6 + 6) == -1) || (*(char *)((longlong)puVar6 + 4) == -1)) &&
        (FUN_7ff618b09280(param_1 + 0xbc), *(short *)((longlong)puVar6 + 0xe) != -1)) &&
       (*(char *)((longlong)puVar6 + 0xc) != -1)) {
      puVar9 = (undefined4 *)FUN_7ff618570950(auStackX_18);
      FUN_7ff618b0c4b0(param_1 + 0xbc,*puVar9);
    }
    func_0x7ff618552a90(param_1,puVar6,*(uint *)(puVar6 + 0x15) != param_1[0x181]);
    if (*(uint *)((longlong)puVar6 + 0xac) != param_1[0x93]) {
      func_0x7ff618552bc0(param_1,puVar6);
    }
    FUN_7ff6198ee85c(param_1 + 0x194,puVar6 + 6,(longlong)*(int *)((longlong)puVar6 + 0x2c) << 2);
    func_0x7ff618554580(param_1,1,puVar6);
    func_0x7ff6185597b0(param_1,puVar6);
    func_0x7ff618559290(param_1,puVar6);
    func_0x7ff618559720(param_1,puVar6);
    *(undefined1 *)(param_1 + 0x98) = 1;
  }
  return;
}


============================================================
FUNCTION FUN_7ff618b90590@7ff618b90590 size=165

void FUN_7ff618b90590(longlong param_1,undefined4 *param_2)

{
  undefined8 uVar1;
  undefined8 *puVar2;
  undefined8 *puVar3;
  longlong lVar4;
  undefined8 *puVar5;
  undefined8 *puVar6;
  undefined4 auStack_18 [2];
  undefined8 uStack_10;
  
  auStack_18[0] = *param_2;
  uStack_10 = *(undefined8 *)(param_2 + 2);
  puVar3 = (undefined8 *)FUN_7ff618516340(auStack_18,*(undefined4 *)PTR_DAT_7ff61a012940);
  lVar4 = 0x39;
  puVar2 = (undefined8 *)(param_1 + 0x180);
  do {
    puVar6 = puVar3;
    puVar5 = puVar2;
    uVar1 = puVar6[1];
    *puVar5 = *puVar6;
    puVar5[1] = uVar1;
    uVar1 = puVar6[3];
    puVar5[2] = puVar6[2];
    puVar5[3] = uVar1;
    uVar1 = puVar6[5];
    puVar5[4] = puVar6[4];
    puVar5[5] = uVar1;
    uVar1 = puVar6[7];
    puVar5[6] = puVar6[6];
    puVar5[7] = uVar1;
    uVar1 = puVar6[9];
    puVar5[8] = puVar6[8];
    puVar5[9] = uVar1;
    uVar1 = puVar6[0xb];
    puVar5[10] = puVar6[10];
    puVar5[0xb] = uVar1;
    uVar1 = puVar6[0xd];
    puVar5[0xc] = puVar6[0xc];
    puVar5[0xd] = uVar1;
    uVar1 = puVar6[0xf];
    puVar5[0xe] = puVar6[0xe];
    puVar5[0xf] = uVar1;
    lVar4 = lVar4 + -1;
    puVar2 = puVar5 + 0x10;
    puVar3 = puVar6 + 0x10;
  } while (lVar4 != 0);
  puVar5[0x10] = puVar6[0x10];
  *(undefined4 *)(puVar5 + 0x11) = *(undefined4 *)(puVar6 + 0x11);
  return;
}


============================================================
FUNCTION FUN_7ff618b90640@7ff618b90640 size=74

void FUN_7ff618b90640(longlong param_1,undefined4 *param_2)

{
  undefined8 uVar1;
  undefined8 *puVar2;
  undefined4 auStack_18 [2];
  undefined8 uStack_10;
  
  auStack_18[0] = *param_2;
  uStack_10 = *(undefined8 *)(param_2 + 2);
  puVar2 = (undefined8 *)FUN_7ff618516340(auStack_18,*(undefined4 *)PTR_DAT_7ff61a012958);
  uVar1 = puVar2[1];
  *(undefined8 *)(param_1 + 0x188) = *puVar2;
  *(undefined8 *)(param_1 + 400) = uVar1;
  *(undefined8 *)(param_1 + 0x198) = puVar2[2];
  return;
}


============================================================
FUNCTION FUN_7ff618ae7e50@7ff618ae7e50 size=298

void FUN_7ff618ae7e50(longlong param_1,undefined4 *param_2)

{
  undefined8 uVar1;
  undefined8 *puVar2;
  undefined8 *puVar3;
  longlong lVar4;
  undefined8 *puVar5;
  undefined8 *puVar6;
  undefined4 auStack_18 [2];
  undefined8 uStack_10;
  
  auStack_18[0] = *param_2;
  uStack_10 = *(undefined8 *)(param_2 + 2);
  puVar3 = (undefined8 *)FUN_7ff618516340(auStack_18,*(undefined4 *)PTR_DAT_7ff61a012a58);
  if (*(short *)((longlong)puVar3 + 0x10a) != *(short *)(param_1 + 0x298)) {
    *(undefined2 *)(param_1 + 0x350) = 0xffff;
    *(undefined2 *)(param_1 + 0x352) = 0xffff;
    *(undefined2 *)(param_1 + 0x354) = 0xffff;
    FUN_7ff618ae6990(param_1 + 0x294);
    *(undefined2 *)(param_1 + 0x298) = *(undefined2 *)((longlong)puVar3 + 0x10a);
    func_0x7ff618ae80f0(param_1);
    func_0x7ff618ae8180(param_1);
  }
  if (*(int *)(param_1 + 0x290) != *(int *)(puVar3 + 0x22)) {
    func_0x7ff618ae8180(param_1);
  }
  if (*(int *)(param_1 + 0x28c) != *(int *)((longlong)puVar3 + 0x10c)) {
    func_0x7ff618ae80f0(param_1);
  }
  lVar4 = 2;
  puVar2 = (undefined8 *)(param_1 + 0x180);
  do {
    puVar6 = puVar3;
    puVar5 = puVar2;
    uVar1 = puVar6[1];
    *puVar5 = *puVar6;
    puVar5[1] = uVar1;
    uVar1 = puVar6[3];
    puVar5[2] = puVar6[2];
    puVar5[3] = uVar1;
    uVar1 = puVar6[5];
    puVar5[4] = puVar6[4];
    puVar5[5] = uVar1;
    uVar1 = puVar6[7];
    puVar5[6] = puVar6[6];
    puVar5[7] = uVar1;
    uVar1 = puVar6[9];
    puVar5[8] = puVar6[8];
    puVar5[9] = uVar1;
    uVar1 = puVar6[0xb];
    puVar5[10] = puVar6[10];
    puVar5[0xb] = uVar1;
    uVar1 = puVar6[0xd];
    puVar5[0xc] = puVar6[0xc];
    puVar5[0xd] = uVar1;
    uVar1 = puVar6[0xf];
    puVar5[0xe] = puVar6[0xe];
    puVar5[0xf] = uVar1;
    lVar4 = lVar4 + -1;
    puVar2 = puVar5 + 0x10;
    puVar3 = puVar6 + 0x10;
  } while (lVar4 != 0);
  uVar1 = puVar6[0x11];
  puVar5[0x10] = puVar6[0x10];
  puVar5[0x11] = uVar1;
  *(undefined4 *)(puVar5 + 0x12) = *(undefined4 *)(puVar6 + 0x12);
  return;
}


============================================================
FUNCTION FUN_7ff618a61820@7ff618a61820 size=215

void FUN_7ff618a61820(longlong param_1,undefined4 *param_2)

{
  undefined8 uVar1;
  undefined8 *puVar2;
  undefined4 auStack_18 [2];
  undefined8 uStack_10;
  
  auStack_18[0] = *param_2;
  uStack_10 = *(undefined8 *)(param_2 + 2);
  puVar2 = (undefined8 *)FUN_7ff618516340(auStack_18,*(undefined4 *)PTR_LAB_7ff61a012ad8);
  if (*(short *)(param_1 + 0x2d4) < *(short *)(puVar2 + 9)) {
    *(undefined4 *)(param_1 + 0x250) = 0;
    *(undefined2 *)(param_1 + 0x2d4) = *(undefined2 *)(puVar2 + 9);
  }
  uVar1 = puVar2[1];
  *(undefined8 *)(param_1 + 0x180) = *puVar2;
  *(undefined8 *)(param_1 + 0x188) = uVar1;
  uVar1 = puVar2[3];
  *(undefined8 *)(param_1 + 400) = puVar2[2];
  *(undefined8 *)(param_1 + 0x198) = uVar1;
  uVar1 = puVar2[5];
  *(undefined8 *)(param_1 + 0x1a0) = puVar2[4];
  *(undefined8 *)(param_1 + 0x1a8) = uVar1;
  uVar1 = puVar2[7];
  *(undefined8 *)(param_1 + 0x1b0) = puVar2[6];
  *(undefined8 *)(param_1 + 0x1b8) = uVar1;
  uVar1 = puVar2[9];
  *(undefined8 *)(param_1 + 0x1c0) = puVar2[8];
  *(undefined8 *)(param_1 + 0x1c8) = uVar1;
  uVar1 = puVar2[0xb];
  *(undefined8 *)(param_1 + 0x1d0) = puVar2[10];
  *(undefined8 *)(param_1 + 0x1d8) = uVar1;
  uVar1 = puVar2[0xd];
  *(undefined8 *)(param_1 + 0x1e0) = puVar2[0xc];
  *(undefined8 *)(param_1 + 0x1e8) = uVar1;
  uVar1 = puVar2[0xf];
  *(undefined8 *)(param_1 + 0x1f0) = puVar2[0xe];
  *(undefined8 *)(param_1 + 0x1f8) = uVar1;
  uVar1 = puVar2[0x11];
  *(undefined8 *)(param_1 + 0x200) = puVar2[0x10];
  *(undefined8 *)(param_1 + 0x208) = uVar1;
  uVar1 = puVar2[0x13];
  *(undefined8 *)(param_1 + 0x210) = puVar2[0x12];
  *(undefined8 *)(param_1 + 0x218) = uVar1;
  uVar1 = puVar2[0x15];
  *(undefined8 *)(param_1 + 0x220) = puVar2[0x14];
